Record Type,School,Charter Yes/No,Public Yes/No,Street City,Street Zip,
School,Pacific Lutheran Jr./Sr. High School,N,N,Gardena,90248-3948,
School,Palisades Charter High,Y,Y,Pacific Palisades,90272-3523,
School,Panorama High,N,Y,Panorama City,91402-6009,
School,Paseo del Rey Fundamental,N,Y,Playa Del Rey,90293-8372,
School,Performing Arts Community at Diego Rivera Learning Complex,N,Y,Los Angeles,90001-1133,
School,Personal Coaching Systems,N,N,Gardena,90248-3510,
School,Phineas Banning Senior High,N,Y,Wilmington,90744-1526,
School,Phoenix Continuation,N,Y,Los Angeles,90066-4175,
School,Pilgrim School,N,N,Los Angeles,90020-1204,
School,Port of Los Angeles High,Y,Y,San Pedro,90731-3304,
School,Portal Schools,N,N,El Segundo,90245-4852,
School,Public Service Community at Diego Rivera Learning Complex,N,Y,Los Angeles,90001-1133,
School,PUC CALS Middle School and Early College High,Y,Y,Los Angeles,90041-2547,
School,PUC Community Charter Middle and PUC Community Charter Early College High,Y,Y,Lake View Terrace,91342-6522,
School,PUC Early College Academy for Leaders and Scholars (ECALS),Y,Y,Los Angeles,90065-1267,
School,PUC Lakeview Charter High,Y,Y,Sylmar,91342-2110,
School,PUC Triumph Charter Academy and PUC Triumph Charter High,Y,Y,Sylmar,91342-4265,
School,Pueblo de Los Angeles Continuation,N,Y,Los Angeles,90031-2457,
School,Quinones Family Group,N,N,Information Redacted,Information Redacted,
School,Ramon C. Cortines School of Visual and Performing Arts,N,Y,Los Angeles,90012-2123,
School,Rancho Dominguez Preparatory,N,Y,Long Beach,90810-1439,
School,Renaissance Arts Academy,Y,Y,Los Angeles,90065-1324,
School,Renuevo Leadership Academy,N,N,Huntington Park,90255-5346,
School,Reseda Charter High,Y,Y,Reseda,91335-6121,
School,Ribet Academy,N,N,Los Angeles,90065-1323,
School,Rise Again Christian School,N,N,Information Redacted,Information Redacted,
School,Rise Kohyang High,Y,Y,Los Angeles,90057,
School,RIVERS Academy,N,N,Los Angeles,90077-1519,
School,Robert Fulton College Preparatory,N,Y,Van Nuys,91405-1722,
School,Robert H. Lewis Continuation,N,Y,Sun Valley,91352-2953,
School,Rockland Academy,N,N,Woodland Hills,91364-1718,
School,Rolling Hills Preparatory Schools,N,N,San Pedro,90732-5200,
School,Sacred Heart High,N,N,Los Angeles,90031-3005,
School,San Antonio Continuation,N,Y,Huntington Park,90255-5268,
School,San Fernando Senior High,N,Y,San Fernando,91340-4426,
School,San Fernando Valley Academy,N,N,Northridge,91325-1408,
School,San Pedro Senior High,N,Y,San Pedro,90731-3925,
School,Santa Monica Academy,N,N,Los Angeles,90064-5001,
School,Santee Education Complex,N,Y,Los Angeles,90011-1036,
School,School for the Visual Arts and Humanities,N,Y,Los Angeles,90005-1943,
School,School of Business and Tourism at Contreras Learning Complex,N,Y,Los Angeles,90017-1406,
School,Science Academy STEM Magnet,N,Y,North Hollywood,91601-2730,
School,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",N,Y,South Gate,90280-5332,
School,SF World Academy,N,N,Los Angeles,90004-1412,
School,Shalhevet,N,N,Los Angeles,90036-4419,
School,Sheenway School and Culture Center,N,N,Los Angeles,90003,
School,Sherman Oaks Center for Enriched Studies,N,Y,Reseda,91335-6824,
School,Simon Rodia Continuation,N,Y,South Gate,90280-5555,
School,Sirius Bee Place of Co Creation,N,N,Information Redacted,Information Redacted,
School,"Slauson Learning Center, No. 1",N,N,Los Angeles,90043,
School,Social Justice Leadership Academy Magnet at Esteban E. Torres High No 5,N,Y,Los Angeles,90063-3422,
School,Sotomayor Arts and Sciences Magnet,N,Y,Los Angeles,90065-1267,
School,South East High,N,Y,South Gate,90280-5539,
School,South Gate Senior High,N,Y,South Gate,90280-2937,
School,South Shores/CSUDH Visual and Performing Arts,N,Y,San Pedro,90732-4704,
School,Southlands Schools Online,N,N,Rowland Heights,91748-4634,
School,Spectrum Center- Long Beach Middle Market Street,N,N,Long Beach,90805-6034,
School,St. Anne's Academy,N,N,Simi Valley,93063-1102,
School,St. Bernard High School,N,N,Playa del Rey,90293-8205,
School,St. Genevieve High School,N,N,Panorama City,91402-4245,
School,St. Michael the Archangel Academy,N,N,Sylmar,91342-3014,
School,Stella High Charter Academy,Y,Y,Los Angeles,90047-4810,
School,STEM Academy at Bernstein High,N,Y,Hollywood,90028-8526,
School,STEM3 Academy,N,N,Valley Glen,91606-1112,
School,STEM3 Academy West,N,N,Los Angeles,90066,
School,Stoney Point Continuation,N,Y,Chatsworth,91311-3127,
School,Summit View,N,N,North Hollywood,91606-1112,
School,Sun Valley Magnet,N,Y,Sun Valley,91352-4914,
School,Sunland Christian School,N,N,Sylmar,91342-4420,
School,Sunrise School,N,N,Sherman Oaks,91401-6037,
School,Sunrise West School,N,N,Los Angeles,90066-5214,
School,Susan Miller Dorsey Senior High,N,Y,Los Angeles,90016-4707,
School,Sylmar Biotech Health and Engineering Magnet,N,Y,Sylmar,91342-4251,
School,Sylmar Charter High,Y,Y,Sylmar,91342-4251,
School,Synergy Quantum Academy,Y,Y,Los Angeles,90011-4522,
School,Taft Charter High,Y,Y,Woodland Hills,91364-2548,
School,TEACH Tech Charter High,Y,Y,Los Angeles,90047-4254,
School,Terry Teachings Incorporated,N,N,Information Redacted,Information Redacted,
School,The ALVA Institute,N,N,Culver City,90230-4933,
School,The Archer School for Girls,N,N,Los Angeles,90049-2918,
School,The Episcopal School of Los Angeles,N,N,Los Angeles,90038,
School,The Help Group's North Hills Prep,N,N,Van Nuys,91406-3345,
School,The Royal Elect Academy,N,N,Hollywood,90046,
School,Theodore Roosevelt Senior High,N,Y,Los Angeles,90033-4350,
School,Thirty-Second Street USC Performing Arts,N,Y,Los Angeles,90007-3601,
School,Thomas Jefferson Senior High,N,Y,Los Angeles,90011-3301,
School,Thomas Riley High,N,Y,Los Angeles,90002-3307,
School,Thomas Starr King Middle School Film and Media Magnet,N,Y,Los Angeles,90029-2223,
School,Tom Bradley Global Awareness Magnet,N,Y,Los Angeles,90008-1945,
School,Townsend Academy,N,N,Sherman Oaks,91403-1610,
School,TREE Academy,N,N,West Hollywood,90069-2304,
School,True Education Learning Academy,N,N,Los Angeles,90047-2212,
School,UCLA Community K-12,N,Y,Los Angeles,90005-2001,
School,Ulysses S. Grant Senior High,N,Y,Van Nuys,91401-4114,
School,University High School Charter,Y,Y,Los Angeles,90025-1402,
School,University of Silvaner,N,N,Los Angeles,90010-2206,
School,University Pathways Medical Magnet Academy,N,Y,Los Angeles,90061-2566,
School,University Pathways Public Service Academy,N,Y,Los Angeles,90001-3854,
School,University Preparatory Value High,Y,Y,Los Angeles,90006-5008,
School,Valley Academy of Arts and Sciences,N,Y,Granada Hills,91344-7323,
School,Valley International Preparatory High,Y,Y,Northridge,91324-4545,
School,Valley Oaks Center for Enriched Studies,N,Y,Sun Valley,91352-1844,
School,Valley Torah High School,N,N,Valley Village,91607-1925,
School,Valor Academy High,Y,Y,North Hills,91343-3416,
School,Van Nuys Senior High,N,Y,Van Nuys,91411-1506,
School,Vaughn Next Century Learning Center,Y,Y,San Fernando,91340-2216,
School,Venice Senior High,N,Y,Los Angeles,90066-3512,
School,Verbum Dei Jesuit High School,N,N,Los Angeles,90059-1120,
School,Verdugo Hills Senior High,N,Y,Tujunga,91042-1723,
School,Vermont Christian School,N,N,Harbor City,90710-3125,
School,View Park Continuation,N,Y,Los Angeles,90016-4713,
School,Village Christian Schools,N,N,Sun Valley,91352-2129,
School,Village Glen School,N,N,Sherman Oaks,91401-1401,
School,Village Glen West,N,N,Los Angeles,90066,
School,Vintage Math/Science/Technology Magnet,N,Y,North Hills,91343-1423,
School,Virtual Academy of Business & Entrepreneurship,N,Y,South Gate,90280-4823,
School,Virtual Academy of International Studies/Humanities (World Languages and Cultures),N,Y,Van Nuys,91401-3014,
School,Virtual Academy of the Arts & Entertainment,N,Y,Los Angeles,90042-2808,
School,Virtual Academy STEAM,N,Y,Reseda,91335-3518,
School,Vista,N,N,Los Angeles,90034-3710,
School,Visual and Performing Arts at Legacy High School Complex,N,Y,South Gate,90280-5332,
School,Vox Collegiate of Los Angeles,Y,Y,Los Angeles,90044-3430,
School,Wallis Annenberg High,Y,Y,Los Angeles,90037-1022,
School,"Washington Irving Middle School Math, Music and Engineering Magnet",N,Y,Los Angeles,90065-2205,
School,Wayfinder Family Services,N,N,Los Angeles,90043-1648,
School,WESM Health/Sports Medicine,N,Y,Los Angeles,90045-2322,
School,West Adams Preparatory High,N,Y,Los Angeles,90007-1257,
School,West Hollywood College Preparatory School,N,N,West Hollywood,90046-4506,
School,West Valley Christian School,N,N,West Hills,91307-2326,
School,Western Avenue Technology Magnet,N,Y,Los Angeles,90062-2718,
School,Westmark School,N,N,Encino,91316-2540,
School,Westside Global Awareness Magnet,N,Y,Marina Del Rey,90292-5102,
School,Westview School of Arts,N,N,Los Angeles,90066-5501,
School,Whitman Continuation,N,Y,Los Angeles,90036-1764,
School,Whitney Young Continuation,N,Y,Los Angeles,90043-4838,
School,"Wildwood School, Inc.",N,N,Los Angeles,90064-1114,
School,Will Rogers Continuation,N,Y,Van Nuys,91411-1595,
School,"Wilmington Middle Science, Technology, Engineering, Arts, Mathematics (STEAM) Magnet",N,Y,Wilmington,90744-1311,
School,Windsor Hills Math Science,N,Y,Los Angeles,90043-2020,
School,Windward School,N,N,Los Angeles,90066-2104,
School,Wise School,N,N,Los Angeles,90077-1520,
School,WISH Academy High,Y,Y,Los Angeles,90045-2322,
School,Woodrow Wilson Senior High,N,Y,Los Angeles,90032-3703,
School,Yeshiva Gedolah of Los Angeles,N,N,Los Angeles,90036-4802,
School,Yeshiva Ner Aryeh,N,N,Valley Village,91607-1504,
School,Yeshiva Ohr Elchonon Chabad,N,N,Los Angeles,90046-7615,
School,Youth Opportunities Unlimited,N,Y,Los Angeles,90044-4915,
School,YULA High School - YULA Girls,N,N,Los Angeles,90035-4245,
School,YULA High School- Boys School,N,N,Los Angeles,90035-4720,
School,Zane Grey Continuation,N,Y,Reseda,91335-6115,
School,Zensei Education,N,N,Los Angeles,90069-5060,
School,Lynwood High,N,Y,Lynwood,90262-5106,
School,Marco Antonio Firebaugh High,N,Y,Lynwood,90262-3903,
School,Pathway Independent Study,N,Y,Lynwood,90262-3660,
School,Vista High,N,Y,Lynwood,90262-3126,
School,Beach Cities Learning Manhattan Beach,N,N,Manhattan Beach,90266,
School,Mira Costa High,N,Y,Manhattan Beach,90266-6968,
School,Canyon Oaks High,N,Y,Monrovia,91016-3735,
School,Excellence In Education Academy,N,N,Monrovia,91016-8209,
School,Monrovia High,N,Y,Monrovia,91016-2517,
School,Mountain Park,N,Y,Monrovia,91016-3641,
School,Applied Technology Center,N,Y,Montebello,90640-5538,
School,Armenian Mesrobian School,N,N,Pico Rivera,90660-2203,
School,Bell Gardens High,N,Y,Bell Gardens,90201-1705,
School,Cantwell–Sacred Heart of Mary High School,N,N,Montebello,90640-3803,
School,Don Bosco Technical Institute,N,N,Rosemead,91770-4251,
School,"Heritage Christian School, Bell Gardens, California",N,N,Bell Gardens,90201-6115,
School,Montebello High,N,Y,Montebello,90640-4032,
School,Pacific Baptist School,N,N,Monterey Park,91754-7121,
School,Schurr High,N,Y,Montebello,90640-1808,
School,Vail High (Continuation),N,Y,Montebello,90640-6312,
School,Jimenez Institution,N,N,El Monte,91732-3456,
School,El Camino High (Continuation),N,Y,La Mirada,90638-4210,
School,Foundation Christian School,N,N,La Mirada,90637,
School,John H. Glenn High,N,Y,Norwalk,90650-4521,
School,Joyland Preschool,N,N,Norwalk,90650-2845,
School,La Mirada High,N,Y,La Mirada,90638-3103,
School,LuTEC,N,N,Norwalk,90650-4117,
School,New Harvest Christian,N,N,Norwalk,90650-2204,
School,Norwalk High,N,Y,Norwalk,90650-3646,
School,Academy of Divergent Learners,N,N,Lancaster,93535-2477,
School,Antelope Valley Learning Academy,Y,Y,Palmdale,93550-4421,
School,Dos Caminos Dual Immersion,N,Y,Palmdale,93551-3994,
School,Innovations Academy of Palmdale,N,Y,Palmdale,93550-2542,
School,Los Amigos - Dual Immersion,N,Y,Palmdale,93552-3503,
School,Palmdale Academy Charter,Y,Y,Palmdale,93550-5041,
School,Palmdale Aerospace Academy,Y,Y,Palmdale,93550-5036,
School,Shepherd Christian School,N,N,Palmdale,93550-7354,
School,Beach Cities Learning Center-Palos Verdes,N,N,Palos Verdes Estates,90274,
School,Center for Learning Unlimited,N,N,Torrance,90505,
School,Chadwick,N,N,Palos Verdes Peninsula,90274-3980,
School,"Fusion Academy, Palos Verdes",N,N,Rolling Hills,90274-3721,
School,Palos Verdes Distance Learning Academy,N,Y,Rolling Hills,90274-5058,
School,Palos Verdes High,N,Y,Palos Verdes Estates,90274-1869,
School,Palos Verdes Peninsula High,N,Y,Rolling Hills Estates,90274-2300,
School,Rancho del Mar High (Continuation),N,Y,Rolling Hills,90274-5058,
School,Buena Vista High,N,Y,Lakewood,90712-1402,
School,Gamino Academy,N,N,Paramount,90723-2236,
School,Odyssey STEM Academy,N,Y,Lakewood,90712-1402,
School,Paramount High,N,Y,Paramount,90723-4378,
School,Paramount Virtual Academy,N,Y,Paramount,90723-4320,
School,Alverno Heights Academy,N,N,Sierra Madre,91024-1616,
School,Aveson Global Leadership Academy,Y,Y,Altadena,91001-4203,
School,Blair High,N,Y,Pasadena,91106-4265,
School,CIS Academy,N,Y,Pasadena,91107-1846,
School,EF Academy Pasadena,N,N,Pasadena,91104-2635,
School,Excelsior School,N,N,Arcadia,91007-3100,
School,Futures Academy - Pasadena,N,N,Pasadena,91101-1894,
School,Hillsides Education Center,N,N,Pasadena,91105-2711,
School,John Muir High,N,Y,Pasadena,91103-1315,
School,La Salle High School,N,N,Pasadena,91107-1996,
School,Learning Works,Y,Y,Pasadena,91107-3704,
School,Maranatha High School,N,N,Pasadena,91105-1853,
School,Marianne Frostig Center of Educational Therapy,N,N,Pasadena,91107-1870,
School,Marshall Fundamental,N,Y,Pasadena,91104-4025,
School,Mayfield Senior School,N,N,Pasadena,91105-2439,
School,Pasadena High,N,Y,Pasadena,91107-1846,
School,Pasadena Waldorf High School,N,N,Altadena,91001-2232,
School,Polytechnic School,N,N,Pasadena,91106-4042,
School,Rose City High (Continuation),N,Y,Pasadena,91101-3507,
School,Sahag-Mesrob Armenian Christian School,N,N,Altadena,91001-2060,
School,Shiloh Academy,N,N,Altadena,91001-3328,
School,St. Monica Academy,N,N,Montrose,91020-1403,
School,The Cambria Institute,N,N,Pasadena,91103-3932,
School,The Waverly School,N,N,Pasadena,91105-2501,
School,Villa Esperanza Services,N,N,Pasadena,91107-1107,
School,Westmoreland Academy,N,N,Pasadena,91103-3565,
School,Westridge School for Girls,N,N,Pasadena,91105-3333,
School,American Christian Academy,N,N,Pomona,91767-3141,
School,Diamond Ranch High,N,Y,Pomona,91766-4723,
School,Fremont Academy of Engineering and Design,N,Y,Pomona,91766-5168,
School,Ganesha High,N,Y,Pomona,91768-1299,
School,Garey High,N,Y,Pomona,91766-5254,
School,Grace Christian School,N,N,Colton,92324-2742,
School,Haynes Family of Programs,N,N,Pomona,91767-4908,
School,Oak Crest Academy - Pomona,N,N,Pomona,91766-5805,
School,Park West High (Continuation),N,Y,Pomona,91767-2832,
School,Philalethia Christian School,N,N,Pomona,91767-3934,
School,Pomona Alternative,N,Y,Pomona,91767-5851,
School,Pomona Catholic High School,N,N,Pomona,91768-3606,
School,Pomona High,N,Y,Pomona,91767-2443,
School,School of Arts and Enterprise,Y,Y,Pomona,91767-5429,
School,School of Extended Educational Options,Y,Y,Pomona,91767-5862,
School,Village Academy High School at Indian Hill,N,Y,Pomona,91767-5865,
School,Aegean Academy,N,N,Redondo Beach,90278-2423,
School,Ambassador High School,N,N,Torrance,90501-3324,
School,Home,N,N,Los Angeles,90278,
School,Patricia Dreizler Continuation High,N,Y,Redondo Beach,90277-3034,
School,Redondo Beach Virtual Learning,N,Y,Redondo Beach,90278-3912,
School,Redondo Union High,N,Y,Redondo Beach,90277-3125,
School,South Bay Faith Academy,N,N,Redondo Beach,90277-3351,
School,California University Preparatory School,N,N,Rowland Heights,91748-2937,
School,Elite Open School,N,N,Rowland Heights,91748-3227,
School,iQ Academy California-Los Angeles,Y,Y,Simi Valley,93065-1659,
School,John A. Rowland High,N,Y,Rowland Heights,91748-3949,
School,Math for the Talented and Gifted,N,N,Rowland Heights,91748-4609,
School,Nogales High,N,Y,La Puente,91744-6144,
School,Quba Islamic School,N,N,Rowland Heights,91748-1411,
School,Rowland Virtual Learning Academy,N,Y,La Puente,91744-5980,
School,Santana High (Continuation),N,Y,La Puente,91744-5980,
School,Southlands Christian Schools,N,N,Rowland Heights,91748-4633,
School,Vanten Academy,N,N,Rowland Heights,91748-3005,
School,"Beach Cities Learning, San Gabriel",N,N,San Gabriel,91776-2817,
School,Christ Centered Pasadena Christian School,N,N,San Gabriel,91776-1629,
School,Del Mar High,N,Y,San Gabriel,91776-1356,
School,Gabrielino High,N,Y,San Gabriel,91776-3308,
School,Options for Youth San Gabriel,Y,Y,San Gabriel,91776-1125,
School,San Gabriel Academy,N,N,San Gabriel,91776,
School,San Gabriel Mission High School,N,N,San Gabriel,91776-1140,
School,San Marino High,N,Y,San Marino,91108-2295,
School,Southwestern Academy,N,N,San Marino,91108-1780,
School,California Arts and Science Academy,N,N,Malibu,90265,
School,Crossroads School for Arts & Sciences,N,N,Santa Monica,90404-3917,
School,Lighthouse Christian Academy,N,N,Santa Monica,90404-3108,
School,Lighthouse Church School,N,N,Santa Monica,90404,
School,Malibu High,N,Y,Malibu,90265-3616,
School,New Roads School,N,N,Santa Monica,90404-5002,
School,Olympic High (Continuation),N,Y,Santa Monica,90405-3811,
School,Pacifica Christian High School,N,N,Santa Monica,90403-5510,
School,Saint Monica Catholic High School,N,N,Santa Monica,90403-4010,
School,Santa Monica Alternative (K-8),N,Y,Santa Monica,90405-3703,
School,Santa Monica High,N,Y,Santa Monica,90405-1224,
School,Gans Academy,N,N,Information Redacted,Information Redacted,
