,School,Public Yes/No,Charter Yes/No,App,Adm,Median income (dollars),Total,none,high,higher,grad
15,Oakview High (Alternative),1,0,3.0,,48996,9366,0.007318814709032488,0.3477924550755683,0.2126621444722123,0.035166012138521954
16,Center High,1,0,8.0,5.0,82000,14602,0.026930977144533925,0.32600828143849236,0.29154575983828374,0.05960027387434384
17,Antioch High,1,0,19.0,14.0,68224,21744,0.022311000502106666,0.3454275547405418,0.2139847621542559,0.04171851463750082
18,Deer Valley High,1,0,24.0,12.0,104275,12049,0.02638888888888889,0.24711538461538463,0.33600427350427353,0.08173076923076923
19,Dozier-Libbey Medical High,1,0,15.0,9.0,104275,12049,0.02638888888888889,0.24711538461538463,0.33600427350427353,0.08173076923076923
20,Aptos High,1,0,24.0,11.0,115633,10028,0.01429264872444852,0.11876382072164392,0.3849306941373173,0.24550995091958364
21,Pierce High,1,0,4.0,,64923,1545,0.08787784356497351,0.2489872234340916,0.21128077282642568,0.04144593331255843
22,Arcadia High,1,0,192.0,84.0,84833,11763,0.027239829800771463,0.18169165307989024,0.44263729271881336,0.1810951604565157
23,Arcata High,1,0,21.0,19.0,42636,8149,0.009024672959099188,0.15888392117900316,0.4113263785394933,0.17386984600099353
24,Northcoast Preparatory and Performing Arts Academy,1,1,11.0,11.0,42636,8149,0.009024672959099188,0.15888392117900316,0.4113263785394933,0.17386984600099353
25,Arroyo Grande High,1,0,45.0,27.0,91211,11496,0.006323737612081171,0.21798017932987257,0.3626710712600283,0.13874469089193014
26,Arvin High,1,0,23.0,12.0,40045,5077,0.10514122783569456,0.2659716653301256,0.05346164127238706,0.007751937984496124
